Salário,Idade,Formação,Sexo,Raça
6748.91,56,Graduação,Feminino,Pardo
7712.71,44,Graduação,Masculino,Branco
9854.04,62,Graduação,Feminino,Branco
2157.84,30,Ensino Fundamental,Feminino,Branco
1200.0,25,Ensino Médio,Feminino,Negro
9318.78,18,Pós-Graduação,Feminino,Negro
3513.56,57,Ensino Médio,Masculino,Branco
11571.66,47,Pós-Graduação,Masculino,Negro
7486.96,39,Graduação,Masculino,Pardo
8336.31,43,Pós-Graduação,Feminino,Branco
2946.52,26,Ensino Médio,Masculino,Pardo
8737.35,69,Pós-Graduação,Masculino,Branco
7918.33,41,Pós-Graduação,Masculino,Pardo
1980.46,41,Ensino Fundamental,Masculino,Branco
9742.96,48,Pós-Graduação,Masculino,Negro
3839.71,45,Graduação,Feminino,Negro
1957.46,42,Ensino Fundamental,Masculino,Indígena
5606.7,30,Graduação,Masculino,Negro
3784.6,45,Ensino Médio,Masculino,Branco
16600.4,62,Doutorado,Masculino,Pardo
11682.96,56,Doutorado,Feminino,Negro
3274.75,59,Ensino Fundamental,Feminino,Branco
3238.5,33,Ensino Médio,Feminino,Negro
4695.38,28,Graduação,Masculino,Branco
6824.51,38,Graduação,Masculino,Negro
5447.73,40,Graduação,Masculino,Branco
9517.2,53,Pós-Graduação,Masculino,Negro
1992.94,19,Ensino Médio,Masculino,Pardo
4637.12,58,Ensino Médio,Feminino,Asiático
8141.25,38,Graduação,Masculino,Branco
1921.73,34,Ensino Médio,Feminino,Negro
6515.39,27,Pós-Graduação,Masculino,Branco
6912.79,20,Pós-Graduação,Feminino,Negro
5672.7,49,Graduação,Masculino,Branco
3748.26,40,Graduação,Masculino,Branco
4254.64,24,Graduação,Masculino,Branco
1200.0,24,Ensino Fundamental,Masculino,Branco
4395.05,35,Graduação,Feminino,Negro
4004.88,60,Ensino Fundamental,Masculino,Asiático
3426.07,36,Ensino Médio,Feminino,Branco
3804.31,21,Graduação,Masculino,Branco
6348.34,37,Graduação,Masculino,Branco
2175.49,36,Ensino Médio,Feminino,Branco
1779.81,18,Ensino Médio,Masculino,Pardo
4711.24,39,Graduação,Masculino,Branco
12287.87,37,Pós-Graduação,Masculino,Branco
4559.27,48,Graduação,Feminino,Branco
9580.92,62,Mestrado,Feminino,Pardo
14766.5,53,Mestrado,Masculino,Pardo
7787.88,36,Pós-Graduação,Feminino,Pardo
7656.83,26,Pós-Graduação,Masculino,Pardo
6876.42,70,Graduação,Feminino,Branco
5976.87,40,Graduação,Feminino,Branco
2172.12,40,Ensino Fundamental,Masculino,Pardo
3330.06,39,Graduação,Feminino,Branco
4002.18,42,Graduação,Feminino,Pardo
8404.5,38,Graduação,Masculino,Branco
2575.9,33,Ensino Médio,Masculino,Negro
3301.74,33,Graduação,Feminino,Branco
11154.88,39,Mestrado,Feminino,Branco
11787.51,33,Mestrado,Masculino,Pardo
4275.39,31,Graduação,Masculino,Indígena
3811.78,41,Graduação,Masculino,Pardo
8306.0,36,Pós-Graduação,Feminino,Pardo
6207.17,58,Graduação,Masculino,Branco
4865.62,18,Graduação,Feminino,Branco
16377.73,53,Mestrado,Masculino,Branco
2804.99,54,Ensino Médio,Feminino,Negro
7339.67,18,Pós-Graduação,Masculino,Negro
19702.12,35,Doutorado,Masculino,Branco
2434.74,35,Ensino Fundamental,Masculino,Branco
1343.58,23,Ensino Fundamental,Masculino,Branco
5956.44,30,Graduação,Masculino,Negro
5961.27,26,Graduação,Masculino,Pardo
3180.01,61,Ensino Médio,Feminino,Negro
5927.62,51,Graduação,Masculino,Branco
14543.72,55,Mestrado,Feminino,Branco
7869.62,48,Graduação,Feminino,Negro
8821.03,26,Mestrado,Masculino,Pardo
8778.86,33,Graduação,Feminino,Pardo
4256.27,45,Ensino Médio,Masculino,Branco
6427.16,25,Pós-Graduação,Feminino,Negro
6657.12,48,Graduação,Feminino,Negro
5659.72,37,Graduação,Masculino,Branco
6427.8,35,Graduação,Masculino,Pardo
5733.01,48,Graduação,Feminino,Pardo
4074.08,45,Ensino Médio,Masculino,Negro
6534.03,35,Graduação,Masculino,Branco
5990.79,53,Graduação,Feminino,Branco
4999.18,27,Graduação,Masculino,Negro
3614.24,47,Ensino Médio,Masculino,Branco
7624.92,47,Graduação,Feminino,Negro
4250.79,36,Pós-Graduação,Feminino,Branco
15593.62,43,Doutorado,Feminino,Indígena
6625.27,24,Graduação,Feminino,Branco
9698.13,51,Pós-Graduação,Feminino,Branco
14239.65,37,Mestrado,Masculino,Branco
1793.54,33,Ensino Médio,Feminino,Negro
2167.66,52,Ensino Médio,Feminino,Indígena
3149.35,31,Ensino Médio,Feminino,Branco
11026.43,23,Mestrado,Masculino,Branco
6293.5,21,Graduação,Masculino,Pardo
7148.74,47,Graduação,Masculino,Negro
15020.54,24,Doutorado,Feminino,Branco
9630.93,61,Graduação,Feminino,Branco
3464.47,18,Graduação,Masculino,Branco
14711.47,60,Mestrado,Feminino,Pardo
3364.93,42,Ensino Médio,Feminino,Branco
6843.96,38,Pós-Graduação,Feminino,Indígena
3264.43,33,Graduação,Feminino,Pardo
12328.71,44,Pós-Graduação,Masculino,Negro
5483.88,39,Graduação,Masculino,Branco
7506.52,53,Pós-Graduação,Feminino,Pardo
4927.91,41,Graduação,Masculino,Negro
3468.91,41,Ensino Médio,Masculino,Negro
8024.3,35,Graduação,Masculino,Branco
2930.27,39,Ensino Médio,Masculino,Branco
2866.07,43,Ensino Médio,Feminino,Negro
1541.12,19,Ensino Médio,Masculino,Pardo
7187.06,23,Graduação,Masculino,Negro
4540.89,48,Ensino Médio,Masculino,Branco
4241.22,42,Graduação,Masculino,Pardo
4120.02,37,Graduação,Masculino,Asiático
6453.35,40,Pós-Graduação,Masculino,Negro
3023.26,44,Ensino Médio,Feminino,Pardo
4790.93,33,Graduação,Feminino,Branco
3227.65,30,Graduação,Feminino,Branco
5450.15,42,Graduação,Feminino,Asiático
4796.17,28,Graduação,Feminino,Pardo
4913.07,44,Graduação,Feminino,Pardo
4949.76,19,Graduação,Masculino,Indígena
5490.63,52,Graduação,Masculino,Indígena
7851.72,45,Graduação,Masculino,Branco
15230.82,43,Doutorado,Masculino,Pardo
10116.27,51,Graduação,Masculino,Branco
11167.42,59,Pós-Graduação,Feminino,Branco
4455.35,52,Graduação,Masculino,Asiático
1936.21,18,Graduação,Masculino,Pardo
10495.29,24,Pós-Graduação,Masculino,Branco
4190.42,32,Graduação,Masculino,Branco
3366.98,40,Ensino Médio,Masculino,Negro
8205.98,46,Pós-Graduação,Feminino,Indígena
9116.05,31,Mestrado,Feminino,Negro
10187.96,42,Pós-Graduação,Masculino,Pardo
6288.35,30,Graduação,Feminino,Branco
8943.47,32,Mestrado,Masculino,Branco
2263.21,23,Ensino Médio,Masculino,Pardo
5808.41,28,Graduação,Feminino,Negro
1200.0,23,Ensino Fundamental,Masculino,Branco
5450.41,28,Graduação,Feminino,Branco
2775.76,52,Ensino Fundamental,Feminino,Branco
9365.95,28,Pós-Graduação,Feminino,Pardo
4663.44,70,Ensino Médio,Feminino,Branco
6446.34,45,Graduação,Feminino,Branco
4571.1,42,Graduação,Feminino,Pardo
6612.03,29,Graduação,Masculino,Branco
2383.02,48,Ensino Médio,Masculino,Negro
3068.08,33,Graduação,Feminino,Negro
3519.2,41,Ensino Médio,Masculino,Pardo
6162.27,70,Ensino Médio,Masculino,Negro
6893.54,38,Pós-Graduação,Feminino,Indígena
5045.54,53,Graduação,Feminino,Indígena
5022.21,31,Graduação,Masculino,Branco
13239.08,39,Mestrado,Masculino,Branco
4393.2,61,Ensino Médio,Masculino,Branco
3951.38,32,Ensino Médio,Masculino,Branco
8180.07,61,Graduação,Feminino,Asiático
6414.19,48,Graduação,Masculino,Branco
4257.57,33,Graduação,Feminino,Pardo
2752.16,47,Ensino Fundamental,Feminino,Branco
4253.26,51,Graduação,Feminino,Negro
8944.13,47,Graduação,Masculino,Pardo
11575.89,21,Mestrado,Masculino,Pardo
2682.26,31,Ensino Médio,Feminino,Branco
5175.16,37,Graduação,Masculino,Branco
6738.12,39,Graduação,Masculino,Asiático
9760.23,47,Mestrado,Feminino,Branco
7132.35,42,Graduação,Masculino,Pardo
5856.15,23,Graduação,Feminino,Branco
7153.14,44,Graduação,Feminino,Branco
6004.12,47,Graduação,Feminino,Negro
6896.44,46,Pós-Graduação,Masculino,Branco
8234.03,52,Pós-Graduação,Feminino,Branco
7799.67,50,Graduação,Feminino,Branco
9850.33,45,Graduação,Masculino,Branco
2161.28,39,Ensino Fundamental,Feminino,Negro
2751.23,20,Ensino Médio,Masculino,Pardo
7317.12,45,Graduação,Masculino,Pardo
8376.41,42,Graduação,Feminino,Asiático
3508.48,43,Ensino Médio,Feminino,Branco
8067.52,24,Graduação,Masculino,Branco
3502.4,27,Ensino Médio,Masculino,Branco
3179.93,52,Ensino Médio,Feminino,Branco
6257.29,39,Graduação,Feminino,Negro
4974.56,48,Graduação,Feminino,Branco
6819.82,40,Pós-Graduação,Masculino,Negro
7653.39,40,Pós-Graduação,Masculino,Pardo
4598.38,51,Graduação,Feminino,Branco
3573.02,33,Ensino Médio,Feminino,Branco
5443.12,41,Graduação,Feminino,Branco
3163.04,34,Ensino Médio,Masculino,Branco
8891.21,34,Graduação,Masculino,Branco
4762.38,36,Graduação,Feminino,Pardo
3186.01,42,Ensino Médio,Masculino,Branco
5211.78,34,Graduação,Feminino,Branco
5826.25,55,Graduação,Masculino,Branco
13727.43,29,Mestrado,Feminino,Branco
2298.34,37,Ensino Médio,Feminino,Branco
6692.97,34,Pós-Graduação,Masculino,Negro
7102.89,57,Graduação,Masculino,Pardo
3869.67,42,Graduação,Feminino,Indígena
15419.36,52,Doutorado,Masculino,Pardo
5352.45,22,Graduação,Feminino,Asiático
12358.55,43,Mestrado,Feminino,Branco
6075.28,50,Graduação,Masculino,Negro
7292.38,40,Graduação,Masculino,Branco
2700.52,52,Ensino Fundamental,Feminino,Branco
6308.44,33,Graduação,Masculino,Indígena
6357.54,56,Graduação,Feminino,Pardo
6309.65,67,Graduação,Feminino,Pardo
7639.46,35,Pós-Graduação,Feminino,Branco
2837.81,34,Graduação,Masculino,Pardo
10297.55,57,Graduação,Feminino,Branco
5674.62,58,Graduação,Feminino,Pardo
7043.66,33,Pós-Graduação,Feminino,Branco
5808.27,34,Graduação,Masculino,Pardo
15220.86,36,Mestrado,Feminino,Negro
2507.04,23,Ensino Médio,Feminino,Branco
6954.2,28,Pós-Graduação,Masculino,Negro
7719.36,27,Graduação,Masculino,Branco
8940.28,30,Graduação,Masculino,Branco
3258.65,39,Ensino Médio,Masculino,Branco
4675.72,42,Pós-Graduação,Feminino,Indígena
9686.31,58,Graduação,Masculino,Pardo
2263.26,28,Ensino Médio,Feminino,Branco
3124.67,51,Ensino Fundamental,Masculino,Branco
6473.11,37,Graduação,Feminino,Negro
3621.83,39,Ensino Médio,Masculino,Branco
2540.3,48,Ensino Médio,Feminino,Branco
2589.08,26,Ensino Médio,Feminino,Branco
3916.15,44,Ensino Médio,Masculino,Indígena
17399.27,41,Doutorado,Masculino,Pardo
5039.14,45,Graduação,Feminino,Branco
6286.25,43,Graduação,Feminino,Branco
4914.48,69,Graduação,Masculino,Branco
11375.26,32,Pós-Graduação,Masculino,Branco
6510.66,33,Graduação,Masculino,Asiático
3292.35,32,Ensino Médio,Feminino,Branco
4442.89,33,Graduação,Masculino,Branco
8270.71,32,Pós-Graduação,Masculino,Branco
8111.49,54,Graduação,Feminino,Negro
7988.86,57,Graduação,Feminino,Branco
1489.43,33,Ensino Médio,Masculino,Branco
1868.11,30,Ensino Fundamental,Masculino,Branco
7808.6,45,Pós-Graduação,Feminino,Pardo
9303.25,33,Pós-Graduação,Feminino,Negro
4635.02,47,Graduação,Feminino,Negro
6348.64,42,Pós-Graduação,Feminino,Branco
7150.18,21,Pós-Graduação,Feminino,Pardo
7345.54,58,Graduação,Masculino,Negro
7855.77,61,Graduação,Feminino,Branco
5419.07,32,Graduação,Masculino,Negro
1298.49,35,Ensino Fundamental,Feminino,Negro
2807.25,43,Ensino Fundamental,Feminino,Branco
10904.0,44,Pós-Graduação,Masculino,Branco
13119.19,47,Doutorado,Feminino,Negro
13933.78,64,Pós-Graduação,Feminino,Branco
3281.47,37,Ensino Médio,Masculino,Branco
4922.56,30,Graduação,Feminino,Negro
2606.49,23,Graduação,Masculino,Indígena
3201.18,31,Ensino Médio,Masculino,Negro
3691.24,39,Graduação,Feminino,Negro
3957.97,61,Ensino Fundamental,Feminino,Negro
4088.9,33,Graduação,Feminino,Negro
2869.59,42,Ensino Médio,Masculino,Branco
2833.01,39,Ensino Médio,Feminino,Negro
13920.48,54,Doutorado,Feminino,Pardo
7720.07,70,Graduação,Masculino,Branco
12419.52,33,Mestrado,Masculino,Pardo
3308.04,34,Ensino Médio,Feminino,Branco
3927.73,52,Ensino Médio,Masculino,Negro
12508.52,48,Mestrado,Masculino,Pardo
3397.52,62,Ensino Médio,Masculino,Negro
8781.53,47,Mestrado,Masculino,Branco
7914.23,35,Pós-Graduação,Masculino,Pardo
2393.28,47,Ensino Fundamental,Feminino,Negro
4457.91,53,Ensino Médio,Feminino,Branco
7979.58,49,Graduação,Masculino,Branco
9809.92,46,Mestrado,Feminino,Negro
5294.67,52,Graduação,Masculino,Negro
4534.01,54,Graduação,Feminino,Pardo
4185.23,56,Graduação,Masculino,Pardo
3874.26,47,Ensino Médio,Masculino,Branco
8287.33,37,Pós-Graduação,Feminino,Pardo
9684.43,41,Pós-Graduação,Feminino,Branco
4973.13,54,Graduação,Feminino,Indígena
5627.95,30,Graduação,Masculino,Branco
7787.69,44,Graduação,Masculino,Branco
7114.65,35,Pós-Graduação,Masculino,Negro
13626.62,40,Doutorado,Feminino,Pardo
13690.45,55,Mestrado,Feminino,Branco
8124.94,42,Graduação,Feminino,Branco
5535.63,40,Graduação,Feminino,Negro
1676.51,23,Ensino Médio,Feminino,Negro
5450.59,48,Graduação,Feminino,Branco
4088.23,47,Graduação,Masculino,Indígena
4351.75,65,Ensino Médio,Feminino,Branco
1498.04,36,Ensino Fundamental,Masculino,Negro
4581.17,42,Graduação,Masculino,Negro
11122.78,42,Mestrado,Masculino,Branco
8577.44,58,Graduação,Feminino,Branco
3564.71,38,Ensino Médio,Feminino,Pardo
5744.5,43,Graduação,Feminino,Branco
10706.54,47,Pós-Graduação,Masculino,Branco
2207.2,42,Ensino Fundamental,Masculino,Indígena
5637.35,34,Mestrado,Feminino,Indígena
10535.64,42,Doutorado,Feminino,Branco
4535.63,52,Graduação,Feminino,Pardo
7833.15,27,Pós-Graduação,Feminino,Branco
6929.4,41,Graduação,Feminino,Pardo
2326.56,31,Ensino Médio,Feminino,Negro
7043.06,54,Graduação,Feminino,Negro
1466.27,21,Ensino Médio,Feminino,Negro
2117.42,33,Ensino Médio,Feminino,Negro
7278.65,44,Pós-Graduação,Masculino,Branco
4725.36,58,Ensino Médio,Feminino,Negro
1920.85,39,Ensino Médio,Feminino,Pardo
4275.31,33,Graduação,Feminino,Branco
19621.66,62,Mestrado,Masculino,Branco
5155.9,22,Graduação,Masculino,Pardo
2655.06,18,Ensino Médio,Masculino,Branco
2820.39,45,Ensino Médio,Feminino,Asiático
3298.91,33,Ensino Médio,Masculino,Negro
7939.07,27,Pós-Graduação,Masculino,Negro
3338.22,48,Ensino Médio,Feminino,Pardo
3052.77,42,Ensino Médio,Masculino,Branco
3448.31,33,Ensino Médio,Masculino,Pardo
3122.4,24,Graduação,Masculino,Pardo
6898.22,50,Graduação,Feminino,Branco
3618.7,47,Ensino Médio,Feminino,Branco
11824.02,38,Pós-Graduação,Masculino,Branco
5108.64,62,Graduação,Masculino,Branco
1671.34,27,Ensino Médio,Feminino,Branco
1605.26,21,Ensino Fundamental,Feminino,Branco
3508.85,31,Ensino Médio,Masculino,Branco
7377.09,39,Graduação,Feminino,Branco
2764.03,42,Ensino Médio,Masculino,Branco
2384.57,37,Ensino Médio,Feminino,Branco
3388.28,44,Ensino Médio,Masculino,Branco
2467.43,24,Ensino Médio,Masculino,Indígena
5625.64,57,Graduação,Feminino,Branco
8180.83,39,Graduação,Masculino,Branco
6871.87,53,Graduação,Feminino,Branco
2286.36,44,Ensino Médio,Feminino,Branco
4035.81,45,Ensino Médio,Masculino,Branco
2460.11,46,Ensino Médio,Feminino,Branco
4552.05,45,Graduação,Feminino,Indígena
5676.82,47,Graduação,Feminino,Pardo
14581.19,55,Mestrado,Feminino,Branco
16877.61,42,Mestrado,Feminino,Branco
7294.98,48,Pós-Graduação,Feminino,Negro
2908.6,38,Ensino Fundamental,Masculino,Branco
4113.42,57,Ensino Médio,Feminino,Branco
7697.69,31,Pós-Graduação,Feminino,Negro
11524.08,61,Pós-Graduação,Feminino,Pardo
6328.81,39,Graduação,Feminino,Pardo
4595.71,22,Graduação,Feminino,Branco
2916.27,41,Ensino Médio,Feminino,Branco
5302.78,31,Graduação,Masculino,Branco
7406.22,50,Graduação,Masculino,Branco
7297.67,32,Graduação,Masculino,Negro
5797.97,34,Graduação,Feminino,Branco
5845.41,18,Pós-Graduação,Feminino,Pardo
6306.17,34,Graduação,Masculino,Asiático
4215.84,18,Graduação,Feminino,Branco
2525.9,20,Graduação,Feminino,Negro
5832.97,49,Graduação,Masculino,Indígena
10202.1,49,Doutorado,Feminino,Branco
6434.97,45,Graduação,Feminino,Branco
3964.79,28,Ensino Médio,Feminino,Branco
8663.94,39,Pós-Graduação,Feminino,Branco
6312.78,39,Pós-Graduação,Feminino,Branco
4319.34,26,Graduação,Feminino,Branco
9890.76,58,Pós-Graduação,Masculino,Pardo
9520.59,50,Mestrado,Masculino,Negro
9373.82,37,Pós-Graduação,Feminino,Pardo
3041.33,40,Ensino Médio,Feminino,Negro
9715.12,42,Pós-Graduação,Masculino,Branco
8117.96,18,Graduação,Feminino,Asiático
4292.48,37,Ensino Médio,Masculino,Branco
12105.36,31,Mestrado,Feminino,Branco
3045.14,27,Graduação,Masculino,Pardo
14284.47,36,Mestrado,Masculino,Negro
7265.23,61,Graduação,Masculino,Indígena
4157.99,47,Graduação,Feminino,Pardo
7130.41,33,Graduação,Masculino,Negro
15914.31,46,Doutorado,Masculino,Branco
6486.45,56,Graduação,Feminino,Branco
6659.68,51,Pós-Graduação,Feminino,Branco
8092.77,40,Mestrado,Masculino,Indígena
4633.45,32,Graduação,Feminino,Pardo
2590.18,48,Ensino Médio,Feminino,Indígena
12160.27,44,Doutorado,Feminino,Branco
10062.96,50,Mestrado,Masculino,Branco
5044.65,47,Graduação,Feminino,Negro
11682.74,52,Mestrado,Masculino,Asiático
5545.37,33,Graduação,Masculino,Pardo
7346.26,55,Graduação,Feminino,Negro
6029.17,42,Graduação,Masculino,Branco
11657.68,64,Pós-Graduação,Masculino,Branco
5276.73,31,Graduação,Masculino,Pardo
6473.65,60,Graduação,Masculino,Pardo
2100.72,42,Ensino Fundamental,Masculino,Branco
8126.94,32,Pós-Graduação,Feminino,Branco
2829.1,34,Ensino Médio,Masculino,Branco
2528.3,36,Ensino Médio,Feminino,Branco
5136.79,45,Graduação,Masculino,Indígena
10537.67,46,Mestrado,Feminino,Branco
6025.1,33,Graduação,Feminino,Branco
5874.35,39,Pós-Graduação,Feminino,Negro
3196.95,65,Ensino Fundamental,Masculino,Pardo
3562.31,60,Ensino Médio,Masculino,Branco
6128.95,45,Pós-Graduação,Masculino,Negro
3238.5,40,Ensino Médio,Masculino,Pardo
12090.25,41,Mestrado,Feminino,Pardo
10483.06,47,Pós-Graduação,Feminino,Branco
9962.27,27,Pós-Graduação,Masculino,Branco
2025.49,36,Ensino Fundamental,Masculino,Branco
2443.32,19,Graduação,Feminino,Branco
3370.71,44,Graduação,Masculino,Pardo
2592.36,47,Ensino Médio,Masculino,Branco
4278.92,34,Graduação,Feminino,Branco
4226.39,58,Ensino Médio,Masculino,Branco
6521.16,25,Graduação,Masculino,Branco
2652.53,22,Ensino Médio,Feminino,Pardo
1298.62,42,Ensino Fundamental,Feminino,Branco
6290.48,52,Graduação,Feminino,Branco
8410.02,60,Graduação,Masculino,Pardo
5592.57,34,Graduação,Masculino,Branco
20234.25,52,Doutorado,Masculino,Branco
3405.97,39,Ensino Médio,Feminino,Branco
2899.99,37,Ensino Médio,Feminino,Negro
7414.6,50,Graduação,Masculino,Branco
6583.2,47,Graduação,Feminino,Pardo
2512.51,21,Graduação,Masculino,Pardo
12432.66,57,Pós-Graduação,Masculino,Branco
6485.68,56,Graduação,Masculino,Branco
2179.65,32,Graduação,Feminino,Branco
2703.58,44,Ensino Médio,Masculino,Negro
9350.64,45,Pós-Graduação,Masculino,Negro
3839.37,43,Ensino Médio,Feminino,Branco
5512.66,33,Graduação,Masculino,Negro
5008.92,31,Graduação,Masculino,Branco
7582.52,39,Graduação,Feminino,Pardo
5292.48,54,Graduação,Masculino,Branco
5475.77,46,Graduação,Masculino,Branco
2162.26,35,Ensino Médio,Feminino,Branco
3571.8,49,Ensino Médio,Feminino,Pardo
3436.31,18,Graduação,Masculino,Indígena
4196.28,53,Graduação,Masculino,Branco
8386.38,19,Pós-Graduação,Feminino,Negro
14692.56,35,Mestrado,Masculino,Negro
4530.71,26,Graduação,Feminino,Branco
9229.76,24,Mestrado,Feminino,Pardo
2828.33,53,Ensino Fundamental,Feminino,Branco
6558.9,34,Graduação,Feminino,Pardo
4273.13,44,Ensino Médio,Masculino,Negro
3436.19,39,Ensino Médio,Masculino,Branco
2752.73,45,Ensino Médio,Feminino,Indígena
6953.32,40,Pós-Graduação,Feminino,Negro
4381.56,24,Graduação,Feminino,Pardo
12684.97,51,Pós-Graduação,Masculino,Pardo
2748.91,34,Graduação,Feminino,Pardo
3088.67,21,Ensino Médio,Masculino,Pardo
5053.42,34,Graduação,Masculino,Branco
4875.61,58,Ensino Médio,Feminino,Branco
18454.69,50,Doutorado,Masculino,Pardo
11421.88,35,Pós-Graduação,Masculino,Branco
2353.08,35,Ensino Médio,Masculino,Branco
19845.02,36,Doutorado,Masculino,Branco
5063.75,64,Ensino Médio,Masculino,Pardo
7632.18,44,Graduação,Feminino,Branco
5855.4,45,Graduação,Masculino,Branco
3322.95,52,Graduação,Feminino,Negro
7236.07,42,Pós-Graduação,Masculino,Indígena
4484.25,36,Graduação,Feminino,Branco
3617.54,37,Ensino Médio,Masculino,Negro
6981.7,39,Graduação,Masculino,Branco
1398.31,39,Ensino Fundamental,Feminino,Branco
3114.79,48,Ensino Médio,Feminino,Negro
2128.26,40,Ensino Fundamental,Feminino,Asiático
10870.55,48,Pós-Graduação,Feminino,Branco
11861.97,39,Mestrado,Feminino,Branco
5046.54,40,Graduação,Feminino,Branco
4173.91,18,Graduação,Feminino,Negro
3327.05,50,Ensino Médio,Feminino,Negro
1497.95,44,Ensino Fundamental,Feminino,Negro
3852.21,51,Ensino Médio,Masculino,Pardo
10305.19,18,Mestrado,Masculino,Branco
9752.11,65,Graduação,Masculino,Negro
